Date,Close,High,Low,Open,Volume,Returns,MA7,MA30,MA50,MA200,Volatility
2023-04-18,30397.552734375,30470.302734375,29154.849609375,29449.091796875,19480529496,0.032348662229154,30214.32393973214,28607.369466145832,26523.1414453125,21229.68828125,0.020144605087859258
2023-04-19,28822.6796875,30411.0546875,28669.8984375,30394.1875,24571565421,-0.0518092051895368,30026.270647321428,28642.550911458333,26636.64796875,21277.241201171873,0.022394014599053616
2023-04-20,28245.98828125,29076.400390625,28037.2578125,28823.68359375,21340360360,-0.020008250880993006,29718.688058035714,28644.889973958332,26728.63671875,21323.25060546875,0.022583294179662598
2023-04-21,27276.91015625,28349.96875,27177.365234375,28249.23046875,20759504330,-0.034308522518338824,29260.289620535714,28643.872395833332,26804.6655859375,21361.517255859377,0.022757526314418308
2023-04-22,27817.5,27872.142578125,27169.5703125,27265.89453125,13125734602,0.01981858797984626,28903.004464285714,28626.656640625,26913.7619921875,21398.920537109374,0.02196857393878612
2023-04-23,27591.384765625,27820.244140625,27400.314453125,27816.14453125,12785446832,-0.008128524647254443,28513.865792410714,28629.926627604167,27018.5226953125,21436.073876953124,0.021320642620315928
2023-04-24,27525.33984375,27979.982421875,27070.849609375,27591.73046875,17703288330,-0.002393679129772508,28239.622209821428,28630.947721354165,27120.31921875,21473.923359375,0.021326452042503802
2023-04-25,28307.59765625,28371.078125,27207.931640625,27514.873046875,17733373139,0.02841955147295372,27941.057198660714,28641.389973958332,27237.876015625,21517.727099609376,0.021702056045764986
2023-04-26,28422.701171875,29995.837890625,27324.548828125,28300.05859375,31854242019,0.004066170397882152,27883.917410714286,28684.150390625,27361.9346484375,21562.757763671874,0.02089549786928014
2023-04-27,29473.787109375,29871.546875,28402.88671875,28428.46484375,27153445027,0.036980508331842854,28059.317243303572,28757.672265625,27517.0487890625,21612.8945703125,0.021861294359576833
2023-04-28,29340.26171875,29572.791015625,28929.609375,29481.013671875,17544464887,-0.00453030993708059,28354.08175223214,28790.732942708335,27696.59359375,21663.88845703125,0.02075734297652767
2023-04-29,29248.48828125,29452.455078125,29088.04296875,29336.56640625,10662634333,-0.0031279011203009244,28558.508649553572,28831.23046875,27877.8184765625,21714.87380859375,0.020642946377798323
2023-04-30,29268.806640625,29952.029296875,29114.021484375,29245.515625,14652199272,0.000694680667924441,28798.14034598214,28857.574544270832,28050.54640625,21765.430615234374,0.020466907905951046
